text,label,source
"Princess, is your kitty shaved or natural?",ham,spam_sms
"Better than bb. If he wont use it, his wife will or them doctor",ham,spam_sms
Ya it came a while ago,ham,spam_sms
From tomorrow onwards eve 6 to 3 work.,ham,spam_sms
Anything lor but toa payoh got place 2 walk meh...,ham,spam_sms
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",ham,spam_sms
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",spam,spam_sms
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,ham,spam_sms
U having lunch alone? I now so bored...,ham,spam_sms
"Yes obviously, but you are the eggs-pert and the potato head‰Û_ Speak soon! ",ham,spam_sms
"Nah man, my car is meant to be crammed full of people",ham,spam_sms
No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,ham,spam_sms
Kallis is ready for bat in 2nd innings,ham,spam_sms
Thanx but my birthday is over already.,ham,spam_sms
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",ham,spam_sms
"I noe la... U wana pei bf oso rite... K lor, other days den...",ham,spam_sms
"Yes, i'm small kid.. And boost is the secret of my energy..",ham,spam_sms
IM GONNA MISS U SO MUCH,ham,spam_sms
Is avatar supposed to have subtoitles,ham,spam_sms
Simply sitting and watching match in office..,ham,spam_sms
You can jot down things you want to remember later.,ham,spam_sms
Oh sorry please its over,ham,spam_sms
Hey are we going for the lo lesson or gym? ,ham,spam_sms
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",ham,spam_sms
You always make things bigger than they are,ham,spam_sms
ÌÏ dun wan to watch infernal affair?,ham,spam_sms
"Me not waking up until 4 in the afternoon, sup",ham,spam_sms
I can send you a pic if you like :),ham,spam_sms
Okay... I booked all already... Including the one at bugis.,ham,spam_sms
"Aight fuck it, I'll get it later",ham,spam_sms
No de. But call me after some time. Ill tell you k,ham,spam_sms
So dont use hook up any how,ham,spam_sms
How much is blackberry bold2 in nigeria.,ham,spam_sms
Hi where you. You in home or calicut?,ham,spam_sms
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,ham,spam_sms
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",spam,spam_sms
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",ham,spam_sms
Y so late but i need to go n get da laptop...,ham,spam_sms
"Sir, I am waiting for your mail.",ham,spam_sms
.Please charge my mobile when you get up in morning.,ham,spam_sms
"Nothing, i got msg frm tht unknown no..",ham,spam_sms
Ugh fuck it I'm resubbing to eve,ham,spam_sms
He didn't see his shadow. We get an early spring yay,ham,spam_sms
I did. One slice and one breadstick. Lol,ham,spam_sms
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",ham,spam_sms
Is there any training tomorrow?,ham,spam_sms
"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",spam,spam_sms
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,ham,spam_sms
Cos daddy arranging time c wat time fetch Ì_ mah...,ham,spam_sms
Then. You are eldest know.,ham,spam_sms
Who's there say hi to our drugdealer,ham,spam_sms
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,ham,spam_sms
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",spam,spam_sms
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,spam,spam_sms
Good night my dear.. Sleepwell&amp;Take care,ham,spam_sms
That is wondarfull song,ham,spam_sms
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",spam,spam_sms
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,ham,spam_sms
Must come later.. I normally bathe him in da afternoon mah..,ham,spam_sms
"Trust me. Even if isn't there, its there.",ham,spam_sms
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham,spam_sms
85233 FREE>Ringtone!Reply REAL,spam,spam_sms
I can take you at like noon,ham,spam_sms
Where is it. Is there any opening for mca.,ham,spam_sms
I'm aight. Wat's happening on your side.,ham,spam_sms
I'm done oredi...,ham,spam_sms
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",ham,spam_sms
How are you. Wish you a great semester,ham,spam_sms
Moji i love you more than words. Have a rich day,ham,spam_sms
Dude how do you like the buff wind.,ham,spam_sms
\alright babe,ham,spam_sms
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,spam,spam_sms
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",ham,spam_sms
S:-)kallis wont play in first two odi:-),ham,spam_sms
Then get some cash together and I'll text jason,spam,spam_sms
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",ham,spam_sms
"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",spam,spam_sms
"Probably, want to pick up more?",ham,spam_sms
I'm done...,ham,spam_sms
Are you the cutest girl in the world or what,ham,spam_sms
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",ham,spam_sms
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",spam,spam_sms
Oh Howda gud gud.. Mathe en samachara chikku:-),ham,spam_sms
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,ham,spam_sms
Audrie lousy autocorrect,ham,spam_sms
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,ham,spam_sms
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,ham,spam_sms
I fetch yun or u fetch?,ham,spam_sms
Thank you. I like you as well...,ham,spam_sms
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",ham,spam_sms
Lara said she can loan me  &lt;#&gt; .,ham,spam_sms
Do we have any spare power supplies,ham,spam_sms
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,ham,spam_sms
You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam,spam_sms
"Yeah, don't go to bed, I'll be back before midnight",ham,spam_sms
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam,spam_sms
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,ham,spam_sms
"It's that time of the week again, ryan",ham,spam_sms
Wish u many many returns of the day.. Happy birthday vikky..,ham,spam_sms
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,spam_sms
I hope you know I'm still mad at you.,ham,spam_sms
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",ham,spam_sms
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),ham,spam_sms
Do you know when the result.,ham,spam_sms
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",ham,spam_sms
You do got a shitload of diamonds though,ham,spam_sms
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham,spam_sms
Well I'm going to be an aunty!,ham,spam_sms
Mine here like all fr china then so noisy.,ham,spam_sms
Later i guess. I needa do mcat study too.,ham,spam_sms
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),ham,spam_sms
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,spam,spam_sms
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",ham,spam_sms
"Carlos took a while (again), we leave in a minute",ham,spam_sms
Well done and ! luv ya all ,ham,spam_sms
Then why you came to hostel.,ham,spam_sms
K still are you loving me.,ham,spam_sms
But i juz remembered i gotta bathe my dog today..,ham,spam_sms
After the drug she will be able to eat.,ham,spam_sms
Alright took the morphine. Back in yo.,ham,spam_sms
You see the requirements please,ham,spam_sms
You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,ham,spam_sms
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam,spam_sms
So can collect ur laptop?,ham,spam_sms
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ham,spam_sms
I will once i get home,ham,spam_sms
Waaaat?? Lololo ok next time then!,ham,spam_sms
"The table's occupied, I'm waiting by the tree",ham,spam_sms
I surely dont forgot to come:)i will always be in touch in with you:-),ham,spam_sms
Hi kindly give us back our documents which we submitted for loan from STAPATI,ham,spam_sms
I dont have i shall buy one dear,ham,spam_sms
Oh god i am happy to see your message after 3 days,ham,spam_sms
What year. And how many miles.,ham,spam_sms
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,ham,spam_sms
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,spam_sms
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,ham,spam_sms
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,spam,spam_sms
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,ham,spam_sms
Is she replying. Has boye changed his phone number,ham,spam_sms
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,ham,spam_sms
"Nothing really, just making sure everybody's up to speed",ham,spam_sms
I'm not coming home 4 dinner.,ham,spam_sms
"Thank you. And by the way, I just lost.",ham,spam_sms
Yes.he have good crickiting mind,ham,spam_sms
Thx. All will be well in a few months,ham,spam_sms
\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,ham,spam_sms
I wont. So wat's wit the guys,ham,spam_sms
Yavnt tried yet and never played original either,ham,spam_sms
"Hiya, had a good day? Have you spoken to since the weekend?",ham,spam_sms
See? I thought it all through,ham,spam_sms
get ready to moan and scream :),ham,spam_sms
Oh k :)why you got job then whats up?,ham,spam_sms
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",ham,spam_sms
And popping &lt;#&gt; ibuprofens was no help.,ham,spam_sms
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham,spam_sms
Ok.,ham,spam_sms
PS U no ur a grown up now right?,ham,spam_sms
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",ham,spam_sms
I know a few people I can hit up and fuck to the yes,ham,spam_sms
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham,spam_sms
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham,spam_sms
Oh god. I'm gonna Google nearby cliffs now.,ham,spam_sms
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,spam,spam_sms
Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?,ham,spam_sms
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",ham,spam_sms
Thankyou so much for the call. I appreciate your care.,ham,spam_sms
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,ham,spam_sms
I called but no one pick up e phone. I ask both of them already they said ok.,ham,spam_sms
Hi my email address has changed now it is ,ham,spam_sms
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",ham,spam_sms
"Not much, just some textin'. How bout you?",ham,spam_sms
Bring it if you got it,ham,spam_sms
I'm in a movie. Call me 4 wat?,ham,spam_sms
Not sure I have the stomach for it ...,ham,spam_sms
Haha... can... But i'm having dinner with my cousin...,ham,spam_sms
"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",ham,spam_sms
"(And my man carlos is definitely coming by mu tonight, no excuses)",ham,spam_sms
soon you will have the real thing princess! Do i make you wet? :),ham,spam_sms
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham,spam_sms
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",ham,spam_sms
"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",spam,spam_sms
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham,spam_sms
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam,spam_sms
"Hmm well, night night ",ham,spam_sms
Just wanted to say holy shit you guys weren't kidding about this bud,ham,spam_sms
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham,spam_sms
"This is one of the days you have a billion classes, right?",ham,spam_sms
"Goodmorning, today i am late for 2hrs. Because of back pain.",ham,spam_sms
Ok then i'll let him noe later n ask him call u tmr...,ham,spam_sms
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham,spam_sms
* Will have two more cartons off u and is very pleased with shelves,ham,spam_sms
Nice talking to you! please dont forget my pix :) i want to see all of you...,ham,spam_sms
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,spam,spam_sms
But really quite funny lor wat... Then u shd haf run shorter distance wat...,ham,spam_sms
I notice you like looking in the shit mirror youre turning into a right freak,ham,spam_sms
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,ham,spam_sms
"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",spam,spam_sms
"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",ham,spam_sms
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham,spam_sms
If you have belive me. Come to my home.,ham,spam_sms
Oh k.k..where did you take test?,ham,spam_sms
Those were my exact intentions,ham,spam_sms
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,ham,spam_sms
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",ham,spam_sms
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",ham,spam_sms
Nothing just getting msgs by dis name wit different no's..,ham,spam_sms
What's your room number again? Wanna make sure I'm knocking on the right door,ham,spam_sms
\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,ham,spam_sms
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,ham,spam_sms
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",ham,spam_sms
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,ham,spam_sms
Every day i use to sleep after  &lt;#&gt;  so only.,ham,spam_sms
K I'll call you when I'm close,ham,spam_sms
U buy newspapers already?,ham,spam_sms
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,ham,spam_sms
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,ham,spam_sms
No management puzzeles.,ham,spam_sms
How did you find out in a way that didn't include all of these details,ham,spam_sms
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",spam,spam_sms
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,spam,spam_sms
will you like to be spoiled? :),ham,spam_sms
"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",spam,spam_sms
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham,spam_sms
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,ham,spam_sms
Den wat will e schedule b lk on sun?,ham,spam_sms
Lol enjoy role playing much?,ham,spam_sms
Ok. Me watching tv too.,ham,spam_sms
I just lov this line: \Hurt me with the truth,ham,spam_sms
"Just checked out, heading out to drop off my stuff now",ham,spam_sms
Here got lots of hair dresser fr china.,ham,spam_sms
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,spam_sms
Ill call you evening ill some ideas.,ham,spam_sms
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,spam,spam_sms
Did you show him and wot did he say or could u not c him 4 dust?,ham,spam_sms
It should take about  &lt;#&gt;  min,ham,spam_sms
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam,spam_sms
<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,spam,spam_sms
Finish liao... U?,ham,spam_sms
88066 FROM 88066 LOST 3POUND HELP,spam,spam_sms
Haha i think i did too,ham,spam_sms
U know we watchin at lido?,ham,spam_sms
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,ham,spam_sms
"Haha awesome, I've been to 4u a couple times. Who all's coming?",ham,spam_sms
Cold. Dont be sad dear,ham,spam_sms
Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,ham,spam_sms
Is that on the telly? No its Brdget Jones!,ham,spam_sms
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,ham,spam_sms
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,ham,spam_sms
"Sorry, I'll call later in meeting",ham,spam_sms
R Ì_ comin back for dinner?,ham,spam_sms
"I hav almost reached. Call, i m unable to connect u.",ham,spam_sms
Whom you waited for yesterday,ham,spam_sms
I reach home safe n sound liao...,ham,spam_sms
"Velly good, yes please!",ham,spam_sms
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",ham,spam_sms
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,ham,spam_sms
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,ham,spam_sms
Dont you have message offer,ham,spam_sms
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,spam,spam_sms
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",ham,spam_sms
Remind me how to get there and I shall do so,ham,spam_sms
:-( that's not v romantic!,ham,spam_sms
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,ham,spam_sms
You have 1 new message. Please call 08718738034.,spam,spam_sms
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,ham,spam_sms
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,spam,spam_sms
Draw va?i dont think so:),ham,spam_sms
Dont pick up d call when something important is There to tell. Hrishi,ham,spam_sms
Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,ham,spam_sms
"&lt;#&gt; , that's all? Guess that's easy enough",ham,spam_sms
We can make a baby in yo tho,ham,spam_sms
Should I tell my friend not to come round til like  &lt;#&gt; ish?,ham,spam_sms
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham,spam_sms
Still in the area of the restaurant. Ill try to come back soon,ham,spam_sms
"Aight that'll work, thanks",ham,spam_sms
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,spam,spam_sms
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",ham,spam_sms
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,spam,spam_sms
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",spam,spam_sms
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",spam,spam_sms
So what do you guys do.,ham,spam_sms
Also that chat was awesome but don't make it regular unless you can see her in person,ham,spam_sms
That's significant but dont worry.,ham,spam_sms
That's cause your old. I live to be high.,ham,spam_sms
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",ham,spam_sms
On the way to office da..,ham,spam_sms
In which place do you want da.,ham,spam_sms
This pain couldn't have come at a worse time.,ham,spam_sms
Should I be stalking u?,ham,spam_sms
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham,spam_sms
Ok lor.,ham,spam_sms
Apps class varaya elaya.,ham,spam_sms
"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",spam,spam_sms
That day you asked about anand number. Why:-),ham,spam_sms
Am surfing online store. For offers do you want to buy any thing.,spam,spam_sms
Long beach lor. Expected... U having dinner now?,ham,spam_sms
At home by the way,ham,spam_sms
We are both fine. Thanks,ham,spam_sms
What happen to her tell the truth,ham,spam_sms
Do you like Italian food?,ham,spam_sms
Which is weird because I know I had it at one point,ham,spam_sms
"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",ham,spam_sms
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham,spam_sms
"Alright, see you in a bit",ham,spam_sms
Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,ham,spam_sms
I will take care of financial problem.i will help:),ham,spam_sms
Tell dear what happen to you. Why you talking to me like an alian,ham,spam_sms
Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,spam,spam_sms
"Hi this is yijue, can i meet u at 11 tmr?",ham,spam_sms
Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,ham,spam_sms
But i dint slept in afternoon.,ham,spam_sms
That seems unnecessarily affectionate,ham,spam_sms
Yar else i'll thk of all sorts of funny things.,ham,spam_sms
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",spam,spam_sms
Thats cool. How was your day?,ham,spam_sms
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,spam,spam_sms
R we going with the  &lt;#&gt;  bus?,ham,spam_sms
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",ham,spam_sms
No..he joined today itself.,ham,spam_sms
Okay same with me. Well thanks for the clarification,ham,spam_sms
I'll talk to the others and probably just come early tomorrow then,ham,spam_sms
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam,spam_sms
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",ham,spam_sms
Hi. I'm sorry i missed your call. Can you pls call back.,ham,spam_sms
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam,spam_sms
Ok then no need to tell me anything i am going to sleep good night,ham,spam_sms
Ok try to do week end course in coimbatore.,ham,spam_sms
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,spam,spam_sms
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),ham,spam_sms
If you r @ home then come down within 5 min,ham,spam_sms
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",spam,spam_sms
"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",ham,spam_sms
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",ham,spam_sms
